Date,cluster,cluster_name,avg_consumption,peak_consumption,min_consumption,std_consumption,is_weekend
2007-10-01,2,Peak-Heavy Pattern,1.1950847222222223,7.624,0.194,1.1627893274017067,0
2007-10-02,2,Peak-Heavy Pattern,1.526988888888889,6.034,0.2,1.0648819540075634,0
2007-10-03,3,Moderate Consumption Pattern,0.8892041666666667,5.604,0.202,0.9443719026221215,0
2007-10-04,1,High Consumption Pattern,1.0544847222222222,6.446,0.202,1.022621349797554,0
2007-10-05,3,Moderate Consumption Pattern,0.9681194444444445,5.038,0.202,0.7457785292109681,0
2007-10-06,3,Moderate Consumption Pattern,1.2196111111111112,6.252,0.202,1.0344488530707223,1
2007-10-07,2,Peak-Heavy Pattern,1.4625791666666668,6.16,0.25,1.3513145461965315,1
2007-10-08,3,Moderate Consumption Pattern,0.7605847222222222,5.372,0.22,0.7404225938992944,0
2007-10-09,3,Moderate Consumption Pattern,1.172123611111111,6.796,0.214,1.2140902461431204,0
2007-10-10,3,Moderate Consumption Pattern,0.8103972222222222,6.722,0.212,1.0289365313457373,0
2007-10-11,3,Moderate Consumption Pattern,1.2030874999999999,6.426,0.214,1.2395066036744087,0
2007-10-12,2,Peak-Heavy Pattern,1.3295166666666667,5.688,0.218,1.207250617695572,0
2007-10-13,2,Peak-Heavy Pattern,1.3380055555555557,9.036,0.216,1.4678022505798247,1
2007-10-14,2,Peak-Heavy Pattern,1.431425,7.884,0.218,1.308193554708536,1
2007-10-15,3,Moderate Consumption Pattern,0.8793958333333333,4.846,0.216,0.8614002750725503,0
2007-10-16,2,Peak-Heavy Pattern,1.3641958333333333,7.152,0.21,1.2306313517128609,0
2007-10-17,1,High Consumption Pattern,1.0950902777777778,6.9,0.208,1.0048855432401875,0
2007-10-18,1,High Consumption Pattern,1.054534722222222,5.78,0.226,0.9824901212049845,0
2007-10-19,1,High Consumption Pattern,1.4483666666666668,6.192,0.218,1.1519983514774705,0
2007-10-20,1,High Consumption Pattern,1.1529486111111111,5.57,0.22,0.8858980579859674,1
2007-10-21,2,Peak-Heavy Pattern,1.3485694444444445,7.44,0.22,1.3882029351639276,1
2007-10-22,1,High Consumption Pattern,1.1478444444444444,5.326,0.216,0.6869434193590211,0
2007-10-23,2,Peak-Heavy Pattern,1.3608972222222222,8.498,0.218,1.3308622264162024,0
2007-10-24,2,Peak-Heavy Pattern,1.2955805555555555,5.826,0.218,1.2881144880939328,0
2007-10-25,2,Peak-Heavy Pattern,1.2874430555555554,6.544,0.198,1.3131507048634965,0
2007-10-26,1,High Consumption Pattern,0.9983111111111111,5.802,0.386,0.8004142901483441,0
2007-10-27,1,High Consumption Pattern,1.2400611111111113,6.678,0.196,1.3734892800375973,1
2007-10-28,0,Low Consumption Pattern,0.3556652777777778,1.516,0.196,0.2953479222542607,1
2007-10-29,0,Low Consumption Pattern,0.37876944444444444,1.606,0.194,0.33564710141614335,0
2007-10-30,3,Moderate Consumption Pattern,0.5632,7.922,0.196,0.8292043417908236,0
2007-10-31,3,Moderate Consumption Pattern,0.8911180555555556,6.206,0.196,1.0152141042684528,0
2007-11-01,0,Low Consumption Pattern,0.3445944444444444,1.444,0.196,0.2909678693799451,0
2007-11-02,3,Moderate Consumption Pattern,1.002501388888889,5.582,0.194,0.9553940532991486,0
2007-11-03,0,Low Consumption Pattern,0.3420486111111111,1.504,0.194,0.28667210931786175,1
2007-11-04,3,Moderate Consumption Pattern,1.0317263888888888,5.506,0.196,1.294414396988384,1
2007-11-05,3,Moderate Consumption Pattern,1.0420777777777779,3.844,0.218,0.7807738429323996,0
2007-11-06,2,Peak-Heavy Pattern,1.4460958333333334,5.844,0.218,1.087268125584048,0
2007-11-07,2,Peak-Heavy Pattern,1.2810819444444446,6.456,0.216,1.2888586215882483,0
2007-11-08,1,High Consumption Pattern,1.0424027777777778,6.46,0.224,1.0565518458225185,0
2007-11-09,2,Peak-Heavy Pattern,1.5077958333333334,7.046,0.22,1.1186007242294722,0
2007-11-10,2,Peak-Heavy Pattern,1.813611111111111,6.622,0.222,1.4194133325541713,1
2007-11-11,2,Peak-Heavy Pattern,1.3105027777777778,9.326,0.246,1.1943548466200549,1
2007-11-12,2,Peak-Heavy Pattern,1.4973236111111112,8.026,0.242,1.2647346721601402,0
2007-11-13,2,Peak-Heavy Pattern,1.537776388888889,8.848,0.222,1.4735863368480964,0
2007-11-14,1,High Consumption Pattern,1.4222180555555555,4.604,0.226,0.8798325475316358,0
2007-11-15,1,High Consumption Pattern,1.0361027777777778,4.874,0.212,1.0052649838878578,0
2007-11-16,2,Peak-Heavy Pattern,1.6039958333333333,6.606,0.224,1.247606449986513,0
2007-11-17,2,Peak-Heavy Pattern,1.8125652777777779,6.498,0.216,1.4416862318168773,1
2007-11-18,2,Peak-Heavy Pattern,1.5165680555555556,6.41,0.222,1.4225244469517941,1
2007-11-19,1,High Consumption Pattern,1.1969819444444445,6.078,0.218,1.118773119197119,0
2007-11-20,2,Peak-Heavy Pattern,1.4554555555555557,6.26,0.218,1.190531434279679,0
2007-11-21,1,High Consumption Pattern,1.2187916666666667,5.954,0.216,1.0529656749617586,0
2007-11-22,2,Peak-Heavy Pattern,1.3419291666666666,7.96,0.22,1.3045455072114904,0
2007-11-23,2,Peak-Heavy Pattern,1.7518180555555556,7.308,0.214,1.439678675332616,0
2007-11-24,1,High Consumption Pattern,1.3187875,6.068,0.214,1.1021571441399518,1
2007-11-25,3,Moderate Consumption Pattern,0.9691652777777777,6.456,0.214,1.110559658529028,1
2007-11-26,1,High Consumption Pattern,1.0900805555555555,6.34,0.214,1.0127384869674385,0
2007-11-27,2,Peak-Heavy Pattern,1.9451472222222224,7.212,0.22,1.4365370880258281,0
2007-11-28,1,High Consumption Pattern,1.1423194444444444,5.75,0.224,1.0104142212871217,0
2007-11-29,1,High Consumption Pattern,1.1940680555555556,5.144,0.216,1.0394028265354949,0
2007-11-30,2,Peak-Heavy Pattern,1.6192555555555557,7.446,0.214,1.2654890799627245,0
2007-12-01,2,Peak-Heavy Pattern,2.1770430555555556,7.738,0.214,1.6024922991016293,1
2007-12-02,2,Peak-Heavy Pattern,2.045963888888889,8.594,0.196,1.420503775342568,1
2007-12-03,1,High Consumption Pattern,1.2236527777777777,6.33,0.22,0.9681173330373615,0
2007-12-04,2,Peak-Heavy Pattern,1.4358583333333332,7.448,0.22,1.4747460815116562,0
2007-12-05,2,Peak-Heavy Pattern,1.4952222222222222,7.604,0.242,1.2412080401008134,0
2007-12-06,2,Peak-Heavy Pattern,1.7277319444444446,6.838,0.222,1.293613945495155,0
2007-12-07,1,High Consumption Pattern,1.2284833333333334,7.154,0.222,1.044871729411919,0
2007-12-08,2,Peak-Heavy Pattern,1.5370861111111112,6.222,0.222,1.4068527760117404,1
2007-12-09,2,Peak-Heavy Pattern,1.5795722222222222,8.054,0.214,1.6615223125369991,1
2007-12-10,1,High Consumption Pattern,1.2213569444444443,7.312,0.214,1.1361114913291113,0
2007-12-11,2,Peak-Heavy Pattern,1.6007666666666664,6.56,0.214,1.171562169212879,0
2007-12-12,1,High Consumption Pattern,1.1028208333333334,5.256,0.208,0.9421213453942825,0
2007-12-13,1,High Consumption Pattern,1.2831569444444446,6.1,0.216,1.1513976630808274,0
2007-12-14,2,Peak-Heavy Pattern,1.3713944444444444,9.224,0.224,1.2107796189167233,0
2007-12-15,2,Peak-Heavy Pattern,1.9006083333333335,8.784,0.224,1.447355416114488,1
2007-12-16,2,Peak-Heavy Pattern,1.9182069444444443,7.908,0.216,1.3347648053892256,1
2007-12-17,1,High Consumption Pattern,1.2489555555555556,6.796,0.208,1.2526880321436755,0
2007-12-18,2,Peak-Heavy Pattern,1.8216625,7.226,0.212,1.432960596895475,0
2007-12-19,1,High Consumption Pattern,1.5250361111111113,5.892,0.214,1.1690651962249492,0
2007-12-20,1,High Consumption Pattern,1.353998611111111,5.552,0.206,0.9612903058481324,0
2007-12-21,1,High Consumption Pattern,1.3767888888888888,6.486,0.22,1.027067027761624,0
2007-12-22,2,Peak-Heavy Pattern,1.8133777777777778,8.526,0.22,1.5262298474500224,1
2007-12-23,2,Peak-Heavy Pattern,1.67295,9.686,0.228,1.4362257997545065,1
2007-12-24,2,Peak-Heavy Pattern,1.56795,6.382,0.224,1.2480006916972126,0
2007-12-25,2,Peak-Heavy Pattern,1.8715055555555555,6.756,0.224,1.4607716410587386,0
2007-12-26,1,High Consumption Pattern,1.7918611111111113,6.394,0.23,1.1139651658393188,0
2007-12-27,2,Peak-Heavy Pattern,1.7584708333333332,7.924,0.244,1.4328214468880152,0
2007-12-28,2,Peak-Heavy Pattern,2.1618416666666667,9.59,0.238,1.9121963918309237,0
2007-12-29,2,Peak-Heavy Pattern,2.290941666666667,6.608,0.226,1.2346350064276466,1
2007-12-30,2,Peak-Heavy Pattern,1.777025,7.364,0.22,1.5248045439400724,1
2007-12-31,1,High Consumption Pattern,1.5392652777777778,6.158,0.226,1.1981950320049126,0
2008-01-01,2,Peak-Heavy Pattern,1.916484722222222,5.686,0.226,1.0256950665122688,0
2008-01-02,1,High Consumption Pattern,1.1417402777777779,5.6,0.278,0.7969808957577595,0
2008-01-03,1,High Consumption Pattern,1.048686111111111,5.662,0.234,0.9064998682866805,0
2008-01-04,2,Peak-Heavy Pattern,1.5915638888888888,6.324,0.228,1.241769870020967,0
2008-01-05,1,High Consumption Pattern,1.5161444444444445,5.326,0.226,1.1007957529685906,1
2008-01-06,3,Moderate Consumption Pattern,1.2674888888888889,6.376,0.22,1.1637985109821014,1
2008-01-07,1,High Consumption Pattern,1.177648611111111,5.864,0.212,1.0421718656231005,0
2008-01-08,2,Peak-Heavy Pattern,1.4191319444444443,7.296,0.212,1.3968170446060009,0
2008-01-09,1,High Consumption Pattern,1.2419722222222223,7.54,0.214,1.0617243919331942,0
2008-01-10,1,High Consumption Pattern,1.3153305555555557,5.124,0.224,0.9554893432674565,0
2008-01-11,1,High Consumption Pattern,1.1845958333333333,4.692,0.222,0.8340414649382101,0
2008-01-12,2,Peak-Heavy Pattern,1.9940333333333333,8.282,0.388,1.6455349855722257,1
2008-01-13,2,Peak-Heavy Pattern,2.0042395833333333,6.922,0.218,1.418802329038043,1
2008-01-14,2,Peak-Heavy Pattern,1.4062027777777777,8.362,0.22,1.4944127279707966,0
2008-01-15,2,Peak-Heavy Pattern,1.865911111111111,8.666,0.33,1.3605188675779532,0
2008-01-16,1,High Consumption Pattern,1.4832305555555554,5.312,0.32,1.0402914100523657,0
2008-01-17,1,High Consumption Pattern,1.0918625,6.0,0.312,0.8802324984952706,0
2008-01-18,1,High Consumption Pattern,1.5187416666666667,5.55,0.23,0.9875956384929296,0
2008-01-19,2,Peak-Heavy Pattern,1.3752125,6.33,0.216,1.3170566883562718,1
2008-01-20,3,Moderate Consumption Pattern,1.208588888888889,5.106,0.23,1.0117522833434798,1
2008-01-21,1,High Consumption Pattern,1.2909708333333334,5.36,0.324,0.9251461499307869,0
2008-01-22,2,Peak-Heavy Pattern,1.6145958333333335,8.12,0.316,1.6656338176313268,0
2008-01-23,1,High Consumption Pattern,1.3071583333333334,5.306,0.22,0.858237476632219,0
2008-01-24,1,High Consumption Pattern,1.142376388888889,5.54,0.216,1.042543209983106,0
2008-01-25,1,High Consumption Pattern,1.5554555555555558,5.522,0.32,0.9386705298212664,0
2008-01-26,2,Peak-Heavy Pattern,1.9687416666666666,9.666,0.322,1.6048560568161168,1
2008-01-27,2,Peak-Heavy Pattern,1.6540041666666667,10.162,0.226,1.427800727929554,1
2008-01-28,1,High Consumption Pattern,1.6029138888888887,4.816,0.318,0.9503402987020989,0
2008-01-29,2,Peak-Heavy Pattern,1.85835,7.962,0.328,1.3072518999608904,0
2008-01-30,1,High Consumption Pattern,1.1393375,6.134,0.314,0.8743749575257503,0
2008-01-31,1,High Consumption Pattern,1.3568902777777778,6.188,0.322,1.2242177853661789,0
2008-02-01,1,High Consumption Pattern,1.0657305555555556,6.56,0.214,0.8053657405142903,0
2008-02-02,2,Peak-Heavy Pattern,2.0419770833333333,8.716,0.222,1.765375830317181,1
2008-02-03,2,Peak-Heavy Pattern,1.4476166666666668,5.5,0.216,1.2202303876838592,1
2008-02-04,1,High Consumption Pattern,1.130651388888889,5.108,0.21,0.9944253822483505,0
2008-02-05,2,Peak-Heavy Pattern,1.7169833333333335,7.706,0.216,1.3628178916122295,0
2008-02-06,3,Moderate Consumption Pattern,1.1594027777777778,5.764,0.202,1.1524785069995116,0
2008-02-07,1,High Consumption Pattern,1.0543819444444444,5.796,0.214,1.0026232645683109,0
2008-02-08,1,High Consumption Pattern,1.3545583333333333,5.364,0.222,0.9917995770529401,0
2008-02-09,2,Peak-Heavy Pattern,1.4599138888888887,5.912,0.21,1.2216349396880923,1
2008-02-10,2,Peak-Heavy Pattern,1.5171625,6.726,0.216,1.4497679443303761,1
2008-02-11,1,High Consumption Pattern,1.1750111111111112,5.864,0.216,1.1079080876416265,0
2008-02-12,1,High Consumption Pattern,1.3804152777777778,5.736,0.216,1.042607951713203,0
2008-02-13,2,Peak-Heavy Pattern,1.319790277777778,5.484,0.22,1.124804812243222,0
2008-02-14,1,High Consumption Pattern,1.1143208333333334,5.564,0.21,0.9199745622125308,0
2008-02-15,1,High Consumption Pattern,1.3925055555555557,6.916,0.208,1.1340569690902444,0
2008-02-16,2,Peak-Heavy Pattern,1.6298249999999999,4.92,0.242,1.2833756987282292,1
2008-02-17,1,High Consumption Pattern,1.3426166666666666,6.116,0.22,1.2164280421191913,1
2008-02-18,1,High Consumption Pattern,1.0516694444444445,5.916,0.218,0.9469565288784453,0
2008-02-19,2,Peak-Heavy Pattern,1.477025,5.718,0.234,1.191902682660788,0
2008-02-20,2,Peak-Heavy Pattern,1.5651319444444445,8.136,0.224,1.4753954852966509,0
2008-02-21,1,High Consumption Pattern,1.1346180555555554,5.246,0.214,0.9506588819809122,0
2008-02-22,1,High Consumption Pattern,1.2031694444444445,6.686,0.222,1.0942438562111476,0
2008-02-23,2,Peak-Heavy Pattern,1.2753708333333333,7.694,0.216,1.2412229286332805,1
2008-02-24,1,High Consumption Pattern,0.8770888888888889,4.94,0.202,0.8059145835194145,1
2008-02-25,0,Low Consumption Pattern,0.35033888888888887,1.5,0.204,0.28685161484346905,0
2008-02-26,0,Low Consumption Pattern,0.3521666666666667,1.454,0.202,0.29551831475763474,0
2008-02-27,0,Low Consumption Pattern,0.39355555555555555,1.52,0.204,0.3441823170603574,0
2008-02-28,0,Low Consumption Pattern,0.35359999999999997,1.442,0.204,0.2916728602406692,0
2008-02-29,3,Moderate Consumption Pattern,0.9259361111111111,3.88,0.204,0.872153113618427,0
2008-03-01,1,High Consumption Pattern,0.7929694444444444,4.038,0.478,0.555190249467005,1
2008-03-02,3,Moderate Consumption Pattern,0.8071013888888889,5.13,0.204,0.8780444857577424,1
2008-03-03,0,Low Consumption Pattern,0.7226041666666666,2.92,0.488,0.4450131670132352,0
2008-03-04,1,High Consumption Pattern,1.1590208333333334,6.606,0.218,0.9755729363391769,0
2008-03-05,2,Peak-Heavy Pattern,1.4147277777777778,8.336,0.21,1.6840880432386403,0
2008-03-06,1,High Consumption Pattern,1.7383388888888889,6.924,0.22,0.8827246225707763,0
2008-03-07,1,High Consumption Pattern,1.2937194444444444,6.686,0.208,1.2295641127388766,0
2008-03-08,2,Peak-Heavy Pattern,1.5615694444444443,7.224,0.26,1.4651784022977556,1
2008-03-09,1,High Consumption Pattern,1.083651388888889,5.83,0.246,1.003280101009761,1
2008-03-10,1,High Consumption Pattern,1.1240875,5.38,0.218,0.9907249565464542,0
2008-03-11,2,Peak-Heavy Pattern,1.5278069444444444,8.662,0.216,1.2989737068113356,0
2008-03-12,1,High Consumption Pattern,1.2321055555555556,5.696,0.212,1.0817013109763076,0
2008-03-13,2,Peak-Heavy Pattern,1.1635513888888889,7.778,0.202,1.4795371987831858,0
2008-03-14,2,Peak-Heavy Pattern,1.5348749999999998,6.096,0.212,1.0419143662317503,0
2008-03-15,1,High Consumption Pattern,1.0946527777777777,5.094,0.22,0.9122618045233938,1
2008-03-16,1,High Consumption Pattern,1.2513611111111111,6.728,0.22,1.1406092480431185,1
2008-03-17,1,High Consumption Pattern,1.1853597222222223,5.844,0.216,0.9919339284750588,0
2008-03-18,1,High Consumption Pattern,1.3316430555555556,6.766,0.216,1.0272641971455099,0
2008-03-19,1,High Consumption Pattern,0.9086444444444445,4.518,0.214,0.8937445529287957,0
2008-03-20,1,High Consumption Pattern,0.8703291666666667,4.492,0.216,0.8521276253626482,0
2008-03-21,2,Peak-Heavy Pattern,1.4350291666666666,8.126,0.216,1.2296265501915875,0
2008-03-22,2,Peak-Heavy Pattern,1.4260527777777778,6.086,0.216,1.260286366740125,1
2008-03-23,2,Peak-Heavy Pattern,1.6152708333333332,7.564,0.222,1.386391713615726,1
2008-03-24,2,Peak-Heavy Pattern,1.3724097222222222,6.978,0.216,1.2153083492608383,0
2008-03-25,2,Peak-Heavy Pattern,1.3999,6.62,0.22,1.140629006577634,0
2008-03-26,1,High Consumption Pattern,1.1343555555555556,5.528,0.218,0.9620715581922106,0
2008-03-27,1,High Consumption Pattern,0.9519597222222222,4.754,0.214,0.727537994997729,0
2008-03-28,1,High Consumption Pattern,1.3093222222222223,5.33,0.208,1.2148017126978612,0
2008-03-29,2,Peak-Heavy Pattern,1.716076388888889,6.94,0.218,1.2794735919156235,1
2008-03-30,2,Peak-Heavy Pattern,1.4905499999999998,5.634,0.21,1.2862586339396513,1
2008-03-31,1,High Consumption Pattern,0.9566458333333333,5.914,0.224,0.9519253520463979,0
2008-04-01,2,Peak-Heavy Pattern,1.4785083333333335,6.32,0.228,1.2819420779598119,0
2008-04-02,3,Moderate Consumption Pattern,1.1747722222222223,5.322,0.22,1.0195262404134158,0
2008-04-03,3,Moderate Consumption Pattern,0.7838583333333334,6.066,0.21,0.7103345232250343,0
2008-04-04,1,High Consumption Pattern,1.1332763888888888,5.458,0.21,0.9351204543107485,0
2008-04-05,1,High Consumption Pattern,1.3685847222222223,5.354,0.21,1.073684846300691,1
2008-04-06,1,High Consumption Pattern,1.1779986111111111,6.16,0.252,1.0631401754517793,1
2008-04-07,1,High Consumption Pattern,1.0686375,5.228,0.258,0.9882477690716294,0
2008-04-08,2,Peak-Heavy Pattern,1.8454972222222223,6.768,0.254,1.5775189931420917,0
2008-04-09,1,High Consumption Pattern,0.8464250000000001,6.398,0.248,0.7439522819682236,0
2008-04-10,1,High Consumption Pattern,1.0262125,6.382,0.246,1.0376554032579193,0
2008-04-11,1,High Consumption Pattern,1.3039333333333334,6.082,0.248,0.8692997036147292,0
2008-04-12,2,Peak-Heavy Pattern,1.9444541666666668,9.482,0.252,1.6347409319236488,1
2008-04-13,2,Peak-Heavy Pattern,1.5506847222222222,6.342,0.252,1.225403987749516,1
2008-04-14,1,High Consumption Pattern,1.1038763888888887,6.89,0.266,0.9045870342699471,0
2008-04-15,1,High Consumption Pattern,1.1600041666666667,7.394,0.26,1.1835486609861747,0
2008-04-16,1,High Consumption Pattern,1.0340722222222223,4.48,0.252,0.6826166597453068,0
2008-04-17,1,High Consumption Pattern,0.9693486111111111,5.736,0.252,1.0386251620479883,0
2008-04-18,2,Peak-Heavy Pattern,1.293326388888889,8.244,0.254,1.2290072556040759,0
2008-04-19,2,Peak-Heavy Pattern,1.565076388888889,5.354,0.26,1.138514851213234,1
2008-04-20,2,Peak-Heavy Pattern,1.2440402777777777,8.268,0.25,1.3445318060164198,1
2008-04-21,1,High Consumption Pattern,0.8084416666666666,4.152,0.248,0.6643967931508492,0
2008-04-22,1,High Consumption Pattern,1.1303305555555556,5.808,0.248,1.1016066284129813,0
2008-04-23,1,High Consumption Pattern,0.9425888888888889,4.678,0.252,0.8159049549416997,0
2008-04-24,0,Low Consumption Pattern,0.7248416666666666,4.08,0.244,0.674394442240451,0
2008-04-25,1,High Consumption Pattern,0.8803708333333333,5.438,0.244,0.8579713414655725,0
2008-04-26,0,Low Consumption Pattern,0.6271986111111112,4.078,0.242,0.4391253793812124,1
2008-04-27,0,Low Consumption Pattern,0.7001666666666667,3.734,0.246,0.5303069194060915,1
2008-04-28,0,Low Consumption Pattern,0.457675,1.984,0.246,0.2970453526932153,0
2008-04-29,2,Peak-Heavy Pattern,1.3698722222222222,8.264,0.24,1.389632441113846,0
2008-04-30,1,High Consumption Pattern,0.7650874999999999,5.038,0.242,0.7755509458535381,0
2008-05-01,0,Low Consumption Pattern,0.40000972222222225,1.5,0.24,0.26449986878341036,0
2008-05-02,1,High Consumption Pattern,1.0401166666666666,5.85,0.24,0.9766932612016528,0
2008-05-03,1,High Consumption Pattern,0.8955555555555554,5.166,0.246,0.9640329564072482,1
2008-05-04,1,High Consumption Pattern,1.0215069444444445,6.576,0.248,1.1140794689743192,1
2008-05-05,1,High Consumption Pattern,0.9492583333333333,5.858,0.252,0.7204112175533157,0
2008-05-06,2,Peak-Heavy Pattern,1.2430416666666666,7.294,0.25,1.1668251935547618,0
2008-05-07,1,High Consumption Pattern,0.81685,5.404,0.252,0.674129513913194,0
2008-05-08,1,High Consumption Pattern,1.4699291666666665,4.718,0.25,0.915150519362225,0
2008-05-09,1,High Consumption Pattern,1.2133833333333333,5.32,0.25,0.919297497597838,0
2008-05-10,2,Peak-Heavy Pattern,1.3257833333333333,6.902,0.248,1.0731304535778063,1
2008-05-11,3,Moderate Consumption Pattern,1.1186944444444444,4.198,0.158,0.7671445577269019,1
2008-05-12,3,Moderate Consumption Pattern,1.058475,5.604,0.16,0.9603242456459893,0
2008-05-13,3,Moderate Consumption Pattern,1.0256208333333334,6.748,0.156,1.0618612702114727,0
2008-05-14,3,Moderate Consumption Pattern,1.1001819444444445,4.332,0.162,0.8635333029735301,0
2008-05-15,3,Moderate Consumption Pattern,0.8074777777777778,4.106,0.158,0.7823434297259513,0
2008-05-16,3,Moderate Consumption Pattern,1.1465583333333333,6.542,0.154,1.1253304808868523,0
2008-05-17,3,Moderate Consumption Pattern,1.1510097222222222,5.9,0.164,1.0597807422231904,1
2008-05-18,2,Peak-Heavy Pattern,1.2527486111111112,7.782,0.16,1.318517592907115,1
2008-05-19,3,Moderate Consumption Pattern,0.7154597222222222,4.388,0.154,0.7602641834753183,0
2008-05-20,3,Moderate Consumption Pattern,1.0981486111111112,8.944,0.158,1.1828069946176698,0
2008-05-21,3,Moderate Consumption Pattern,0.9195222222222222,4.98,0.154,0.8347294790463211,0
2008-05-22,3,Moderate Consumption Pattern,0.6783805555555555,3.994,0.152,0.6437760906851405,0
2008-05-23,3,Moderate Consumption Pattern,1.0311916666666667,5.196,0.152,0.7659513059765424,0
2008-05-24,3,Moderate Consumption Pattern,1.0973444444444445,6.052,0.156,0.8176164059762028,1
2008-05-25,2,Peak-Heavy Pattern,1.4225722222222221,6.538,0.172,1.3717159745095668,1
2008-05-26,3,Moderate Consumption Pattern,0.8956319444444445,4.828,0.17,0.7663788596955784,0
2008-05-27,3,Moderate Consumption Pattern,1.1865972222222223,7.044,0.16,1.079332382637108,0
2008-05-28,3,Moderate Consumption Pattern,0.7738694444444445,4.686,0.156,0.816542278259939,0
2008-05-29,3,Moderate Consumption Pattern,0.7882472222222222,4.576,0.158,0.7145205636302662,0
2008-05-30,3,Moderate Consumption Pattern,0.9703083333333333,6.216,0.158,0.8787318611941254,0
2008-05-31,3,Moderate Consumption Pattern,1.1399097222222223,6.044,0.156,0.9439554854376141,1
2008-06-01,1,High Consumption Pattern,1.2839416666666668,4.954,0.16,0.9997112533439563,1
2008-06-02,3,Moderate Consumption Pattern,0.7458416666666666,4.454,0.154,0.729499499952436,0
2008-06-03,3,Moderate Consumption Pattern,1.1095944444444445,6.758,0.148,1.1580198944125037,0
2008-06-04,3,Moderate Consumption Pattern,1.1034111111111111,5.672,0.154,1.0084981026001156,0
2008-06-05,3,Moderate Consumption Pattern,0.7778319444444445,4.304,0.146,0.7311050720375073,0
2008-06-06,3,Moderate Consumption Pattern,0.8456347222222221,5.964,0.156,0.8652425962853473,0
2008-06-07,1,High Consumption Pattern,1.3072805555555556,6.022,0.226,0.9822707077646979,1
2008-06-08,3,Moderate Consumption Pattern,1.0710569444444444,7.578,0.152,1.123399297430206,1
2008-06-09,3,Moderate Consumption Pattern,0.9206236111111111,6.014,0.158,0.9957392105353955,0
2008-06-10,3,Moderate Consumption Pattern,0.7410347222222222,4.378,0.154,0.7075903762479002,0
2008-06-11,3,Moderate Consumption Pattern,0.7800041666666666,4.32,0.152,0.7875444706439344,0
2008-06-12,3,Moderate Consumption Pattern,0.8745361111111112,4.816,0.166,0.842694745278149,0
2008-06-13,2,Peak-Heavy Pattern,1.3020819444444445,5.486,0.154,1.1411914145164506,0
2008-06-14,1,High Consumption Pattern,0.9617500000000001,5.58,0.248,0.8050777205995066,1
2008-06-15,2,Peak-Heavy Pattern,1.5896541666666666,6.252,0.154,1.4033367680727036,1
2008-06-16,3,Moderate Consumption Pattern,0.9048916666666668,5.29,0.146,0.943416354384764,0
2008-06-17,3,Moderate Consumption Pattern,0.7951972222222222,4.524,0.088,0.7757477112171034,0
2008-06-18,2,Peak-Heavy Pattern,1.3150055555555555,5.906,0.136,1.2018829956372274,0
2008-06-19,3,Moderate Consumption Pattern,1.1028347222222221,7.52,0.136,1.158724457657075,0
2008-06-20,3,Moderate Consumption Pattern,1.1639611111111112,5.992,0.134,1.1013565246803725,0
2008-06-21,3,Moderate Consumption Pattern,1.2043430555555554,6.368,0.136,1.0384131645444437,1
2008-06-22,3,Moderate Consumption Pattern,1.087788888888889,4.922,0.134,0.9715226222661307,1
2008-06-23,3,Moderate Consumption Pattern,0.8693027777777778,5.662,0.132,0.8502815378034838,0
2008-06-24,3,Moderate Consumption Pattern,1.2183694444444444,5.798,0.134,0.9891410314832227,0
2008-06-25,3,Moderate Consumption Pattern,0.8762291666666666,4.542,0.132,0.8245383151801615,0
2008-06-26,3,Moderate Consumption Pattern,0.7333472222222223,5.428,0.132,0.6909298014569004,0
2008-06-27,3,Moderate Consumption Pattern,1.2188555555555556,6.366,0.132,1.1921626630282138,0
2008-06-28,3,Moderate Consumption Pattern,0.8394444444444444,4.22,0.124,0.6533199310316666,1
2008-06-29,0,Low Consumption Pattern,0.5203833333333333,3.09,0.136,0.4989256312773655,1
2008-06-30,0,Low Consumption Pattern,0.5584694444444445,4.166,0.136,0.5160936468288667,0
2008-07-01,3,Moderate Consumption Pattern,0.8439166666666666,4.622,0.134,0.943805670596387,0
2008-07-02,3,Moderate Consumption Pattern,0.7966680555555555,4.842,0.136,0.7194905778966877,0
2008-07-03,3,Moderate Consumption Pattern,0.7627499999999999,7.126,0.134,1.030416430118404,0
2008-07-04,0,Low Consumption Pattern,0.6541805555555555,3.454,0.14,0.5459267280454492,0
2008-07-05,3,Moderate Consumption Pattern,1.0202,5.904,0.136,1.046619368126407,1
2008-07-06,3,Moderate Consumption Pattern,1.2535166666666666,6.302,0.138,1.1059430659148646,1
2008-07-07,3,Moderate Consumption Pattern,0.6829097222222222,4.052,0.136,0.7018501372756207,0
2008-07-08,3,Moderate Consumption Pattern,0.7820930555555555,4.562,0.136,0.7385432083204935,0
2008-07-09,3,Moderate Consumption Pattern,0.6384152777777777,4.298,0.136,0.6341510550117712,0
2008-07-10,3,Moderate Consumption Pattern,0.8689416666666667,4.806,0.134,0.7721778390240918,0
2008-07-11,3,Moderate Consumption Pattern,0.8709833333333332,4.896,0.134,0.7274360504575038,0
2008-07-12,3,Moderate Consumption Pattern,0.9228138888888889,6.88,0.134,1.0920305121276626,1
2008-07-13,3,Moderate Consumption Pattern,0.8712736111111111,5.408,0.144,0.9079682976855311,1
2008-07-14,3,Moderate Consumption Pattern,0.7902263888888889,4.324,0.146,0.8416163583528605,0
