recommendation_id,Datetime,Actual,Predicted_LSTM,Predicted_XGBoost,actual_high_demand,actual_peak,actual_extreme_peak,pred_peak_lstm,pred_peak_xgboost,is_anomaly,severity,direction,methods_agree,cluster,cluster_name,recommendation_type,priority,recommendation,reason,supporting_signals
REC00188,2010-04-26 13:00:00,0.5905666666666666,0.5978969154935331,0.5898483046666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00189,2010-04-26 14:00:00,0.4247666666666667,0.415014019248262,0.4237994716666666,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00190,2010-04-26 15:00:00,1.7113666666666667,1.7352416923329237,1.6984052036666666,True,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",High Demand Detected
REC00191,2010-04-26 16:00:00,0.9776,0.9975362192194908,0.9702273263333332,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00192,2010-04-26 17:00:00,0.376,0.3947920400828122,0.3760405118333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00193,2010-04-26 18:00:00,0.4851333333333333,0.4816774195820092,0.4829153508333333,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00194,2010-04-26 19:00:00,1.4830333333333334,1.5134158789388836,1.4830297216666668,True,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",High Demand Detected
REC00195,2010-04-26 20:00:00,1.4643000000000002,1.479763417635113,1.4616802616666669,True,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",High Demand Detected
REC00196,2010-04-26 21:00:00,1.4257666666666668,1.444398254174739,1.42226552,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00197,2010-04-26 22:00:00,2.184333333333333,2.1823931190893053,2.1700691266666667,True,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Forecast High Consumption,HIGH,Reduce or postpone non-essential electricity use during this forecast high-consumption period.,"Both forecasting models predict consumption above the 90th-percentile threshold of 1.932. LSTM = 2.182, XGBoost = 2.170.",High Demand Detected | Both Models Forecast High Consumption
REC00198,2010-04-26 23:00:00,0.8843,0.9124477935366334,0.8624625463333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00199,2010-04-27 00:00:00,0.9056666666666668,0.9059727708913388,0.8864123295,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00200,2010-04-27 01:00:00,0.8449333333333333,0.8571784640248866,0.8394176751666667,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00201,2010-04-27 02:00:00,0.8372666666666666,0.8536520396076143,0.8242421293333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00202,2010-04-27 03:00:00,0.7849333333333333,0.8072183991346509,0.7674949828333334,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00203,2010-04-27 04:00:00,0.8844333333333334,0.8931440063748509,0.8686364685,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00204,2010-04-27 05:00:00,0.8394999999999999,0.8558868658561261,0.8250202368333334,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00205,2010-04-27 06:00:00,0.8296666666666667,0.8501932972952724,0.8123641653333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00206,2010-04-27 07:00:00,0.8049999999999999,0.8234355292484165,0.7960888343333334,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00207,2010-04-27 08:00:00,2.2631666666666663,2.2252276471965016,2.2515078216666664,True,False,False,False,False,False,none,higher,0,1.0,High Consumption Pattern,Forecast High Consumption,HIGH,Reduce or postpone non-essential electricity use during this forecast high-consumption period.,"Both forecasting models predict consumption above the 90th-percentile threshold of 1.932. LSTM = 2.225, XGBoost = 2.252.",High Demand Detected | Both Models Forecast High Consumption | High Consumption Pattern
REC00208,2010-04-27 09:00:00,1.5056666666666667,1.532549019575119,1.502720615,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00209,2010-04-27 10:00:00,1.4813,1.495549408069998,1.473096565,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00210,2010-04-27 11:00:00,1.4488666666666667,1.4766595175512134,1.447959455,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00211,2010-04-27 12:00:00,1.5308333333333333,1.533726311133802,1.5273043483333335,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00212,2010-04-27 13:00:00,1.0180333333333331,1.052193597900495,1.0150767361666666,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00213,2010-04-27 14:00:00,0.5065999999999999,0.5327508838001639,0.499206296,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00214,2010-04-27 15:00:00,0.4452333333333333,0.4716513040460646,0.4347394828333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00215,2010-04-27 16:00:00,0.4316,0.4491886972304433,0.4293615861666666,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00216,2010-04-27 17:00:00,0.3381666666666666,0.3593846215143799,0.3353134085,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00217,2010-04-27 18:00:00,0.4135333333333333,0.4361260098293423,0.410986696,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00218,2010-04-27 19:00:00,0.3387,0.3572070185251534,0.3382591686666666,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00219,2010-04-27 20:00:00,0.4153,0.4350904983822256,0.4138550833333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00220,2010-04-27 21:00:00,0.3497,0.3701755310509353,0.3468165813333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00221,2010-04-27 22:00:00,0.4431333333333333,0.4490919649101793,0.437308087,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00222,2010-04-27 23:00:00,1.1877666666666669,1.2188170252531767,1.180177118,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00223,2010-04-28 00:00:00,0.4158333333333333,0.4292347168974578,0.41093113,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00224,2010-04-28 01:00:00,0.3376666666666666,0.3596735380381345,0.3363071871666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00225,2010-04-28 02:00:00,0.351,0.3680883672431111,0.3469890224999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00226,2010-04-28 03:00:00,0.3227666666666666,0.3470099060066044,0.3219033521666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00227,2010-04-28 04:00:00,0.4040666666666667,0.4192879089020192,0.4013784161666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00228,2010-04-28 05:00:00,0.3438,0.3643137725930661,0.3421277843333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00229,2010-04-28 06:00:00,0.3529333333333333,0.3734047685693949,0.3511077041666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00230,2010-04-28 07:00:00,0.3698333333333333,0.3924389767557382,0.3687929393333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00231,2010-04-28 08:00:00,0.381,0.3916472016766666,0.3766144228333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00232,2010-04-28 09:00:00,0.7454333333333333,0.7586857965901495,0.7396919126666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00233,2010-04-28 10:00:00,1.4462000000000002,1.470852682778239,1.445068866666667,True,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",High Demand Detected
REC00234,2010-04-28 11:00:00,1.0110333333333332,1.0462440420627594,1.0058352096666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00235,2010-04-28 12:00:00,0.4606666666666666,0.4785161597594618,0.457341503,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00236,2010-04-28 13:00:00,0.3248666666666667,0.3414519807867705,0.3202283158333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00237,2010-04-28 14:00:00,0.3882333333333333,0.4158560043305158,0.3906973028333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00238,2010-04-28 15:00:00,0.3867333333333333,0.4063189670491963,0.3844455531666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00239,2010-04-28 16:00:00,0.4402333333333333,0.4566847096443176,0.4384061398333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00240,2010-04-28 17:00:00,0.3794333333333333,0.3976961542684584,0.3752339486666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00241,2010-04-28 18:00:00,0.4744666666666666,0.4961794862404465,0.4776029796666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00242,2010-04-28 19:00:00,1.3490333333333335,1.3529484520062804,1.350863976,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00243,2010-04-28 20:00:00,1.8294666666666664,1.8143574539586904,1.8332390266666667,True,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",High Demand Detected
REC00244,2010-04-28 21:00:00,1.0706,1.1172023443855346,1.0645819178333331,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00245,2010-04-28 22:00:00,0.3947,0.4160903188217431,0.3912442648333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00246,2010-04-28 23:00:00,0.4843,0.4978693353049456,0.4796038385,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00247,2010-04-29 00:00:00,1.5426,1.5150596816495063,1.5210409375,True,False,False,False,False,False,none,higher,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00248,2010-04-29 01:00:00,0.7933666666666667,0.8033397228535265,0.7780932876666667,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00249,2010-04-29 02:00:00,0.7035666666666667,0.7212656935397537,0.6839076733333334,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00250,2010-04-29 03:00:00,0.7016333333333333,0.714558249282837,0.6794967656666666,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00251,2010-04-29 04:00:00,0.7249333333333333,0.738248106648028,0.7072986391666666,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00252,2010-04-29 05:00:00,0.6062666666666666,0.6319627487834544,0.5991658715,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00253,2010-04-29 06:00:00,0.7924,0.7957417521256953,0.7827605168333334,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00254,2010-04-29 07:00:00,1.4452333333333334,1.4692129483871164,1.4414593183333333,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00255,2010-04-29 08:00:00,1.6148333333333331,1.629072936537862,1.6157243666666663,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00256,2010-04-29 09:00:00,1.8318,1.8457363432772456,1.8166858833333333,True,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Demand Detected | High Consumption Pattern
REC00257,2010-04-29 10:00:00,1.2689,1.302193781633303,1.2684217193333334,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00258,2010-04-29 11:00:00,0.3536333333333333,0.3749978942293673,0.3517069918333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00259,2010-04-29 12:00:00,0.3387,0.3621275830630212,0.3368774395,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00260,2010-04-29 13:00:00,0.3833999999999999,0.3992366215266287,0.3780911806666667,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00261,2010-04-29 14:00:00,0.4286999999999999,0.4417624422308057,0.4236301206666667,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00262,2010-04-29 15:00:00,0.3749333333333333,0.3952275230973959,0.3695855605,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00263,2010-04-29 16:00:00,0.3500666666666666,0.373391039019823,0.3471490548333333,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00264,2010-04-29 17:00:00,0.5626,0.5685057033855468,0.5459024830000001,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00265,2010-04-29 18:00:00,0.8042666666666667,0.7959795046623797,0.7968404353333334,False,False,False,False,False,False,none,higher,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00266,2010-04-29 19:00:00,1.268333333333333,1.3253318440187722,1.26661459,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00267,2010-04-29 20:00:00,0.3785333333333333,0.4017811345376074,0.3772262035,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00268,2010-04-29 21:00:00,0.3472333333333333,0.3669578174658119,0.3439117286666667,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00269,2010-04-29 22:00:00,0.3579,0.3775198867738246,0.352201663,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00270,2010-04-29 23:00:00,0.4215666666666667,0.4409241866700351,0.4181453389999999,False,False,False,False,False,False,none,lower,0,1.0,High Consumption Pattern,Consumption Reduction,MEDIUM,Review persistent energy loads and identify non-essential consumption that can be reduced or scheduled more efficiently.,The daily consumption profile belongs to the High Consumption Pattern cluster.,High Consumption Pattern
REC00271,2010-04-30 00:00:00,0.4155666666666666,0.4276883213598281,0.4098621828333333,False,False,False,False,False,False,none,lower,0,3.0,Moderate Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC00272,2010-04-30 01:00:00,0.3475,0.3689530360184609,0.3429779543333333,False,False,False,False,False,False,none,lower,0,3.0,Moderate Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
